Name,Founding,Description,Website URL,Location,Industry,Twitter,Facebook,Linkedin,Logo-URL,Investors,Funding Amount,Funding Date,Funding Round
Transporters.io,Jan-16,"
												Launched in 2016, Transporters.io is working to solve the everyday troubles that transport providers have to deal with and help their businesses run more efficiently and profitably.",https://transporters.io/,Thailand,"B2B/Enterprise,Transportation,Travel",http://www.twitter.com/transporters_io,https://www.facebook.com/transporters.io/,https://www.linkedin.com/company/7788756,https://d388w23p6r1vqc.cloudfront.net/img/startups/20102/logo-1481003315.png,,US$40K,Jun-16,Pre-Seed
FindYourSpace,Sep-14,"
												FindYourSpace is an enterprise cloud platform for focusing on the real-estate industry in South East Asia.",http://pro.findyourspace.co,Thailand,"B2B/Enterprise,Consumer,Marketing,Productivity & CRM,Real Estate,Web",http://www.twitter.com/findyourspaceth,https://www.facebook.com/findyourspace.pro/,https://www.linkedin.com/company/findyourspace,https://d388w23p6r1vqc.cloudfront.net/img/startups/738/logo.png,"REAPRA Group,Simon Osborne,Jostein Aksnes,7 Peaks Software","US$300K,US$50K,US$40K,US$30K","Mar 2017,Aug 2016,Jan 2016,Sep 2014","Seed,Angel,Angel,Angel"
YogaTrail,Dec-12,"
												YogaTrail connects yogis with their personal yoga world. For yoga professionals, it's a platform the helps them to manage classes, engage students, accept bookings and payments, and grow their business.",https://yogatrail.com,Thailand,"Education,Health/Medical,Social Networking,Web",http://www.twitter.com/YogaTrail,https://www.facebook.com/yogatrail,https://www.linkedin.com/company/2466319,https://d388w23p6r1vqc.cloudfront.net/img/startups/1964/logo.png,,"US$320K,US$320K","Nov 2014,Aug 2014","Seed,Seed"
IndieDish,,"
												Indie Dish lets you discover and order healthy meals freshly prepared from top independent vendors across Bangkok.",http://indiedish.co/,Thailand,"Food & Beverages,Mobile,Web",https://www.facebook.com/indiedishapp,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/24524/logo-1494982804.png,,,,
Moving Walls,,"
												Moving Walls was formed with a vision to enable future “Smart Cities”. ",http://www.movingwalls.com,Singapore,,http://www.twitter.com/movingwalls,https://www.facebook.com/movingwalls,http://www.linkedin.com/company/moving-walls,https://d388w23p6r1vqc.cloudfront.net/img/startups/25105/logo.png,,,,
cutQ,May-13,,http://www.cutQ.sg,Singapore,"B2B/Enterprise,Consumer,Data & Analytics,Food & Beverages,Mobile,Productivity & CRM,Software,Software Development,Startups",http://www.facebook.com/sgcutQ,https://www.linkedin.com/company/epicenterprisescutq,,https://d388w23p6r1vqc.cloudfront.net/img/startups/17983/logo.png,,,,
PT Galactic Multimedia,,,http://www.oomph.co.id,Indonesia,,,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/25095/logo.png,,,,
MOBIPROMO ,Jul-13,"
												MobiPromo® is a proprietary, WiFi Marketing & Monetization system. ","http://www,mobipromosystem.com",Hong Kong,"Advertising,B2B/Enterprise,Consumer,Data & Analytics,E-commerce,Government,Hardware,Internet of Things,Media,Mobile,Retail,Software,Telecommunications,Travel",,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/25158/logo.png,,,,
funday365,Oct-15,"
												One of the big problems in the society is that people are not able to pursue hobbies/interest/passion due to lack of time, non-availability of partners, inconvenience, the hassle of arranging activities. They are not able to unlock the potential of their personal time due to non-availability of required activities in their own neighborhood. ",http://www.funday365.com,Singapore,"Consumer,Entertainment,Sharing Economy,Social Enterprise,Startups",http://www.twitter.com/funday365,https://www.facebook.com/funday365/,,https://d388w23p6r1vqc.cloudfront.net/img/startups/24646/logo.png,,,,
Master Solusi Indonesia,Feb-17,"
												Most of us are usually need to send our any precious goods but we are afraid of the online delivery service is on the go also a lot of people from the older generation are not wellknown about the up to date technology but they intend to use the delivery. So here is, Master, we provide you with on demand services application to deliver your any precious goods with standardized and high quality services and it can be accessed through omni channel											",http://www.m-jek.com,Indonesia,Logistics/Supply Chain,http://www.facebook.com/MjekMjek,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/25145/logo.png,,,,
ButlerinSuits,Sep-16,"
												Butler In Suits is a subscription-based smart home management service, that automates your apartment cleaning, laundry, and groceries every week. ",http://www.ButlerinSuits.com,Singapore,"Consumer,E-commerce,Startups",http://www.twitter.com/butlerinsuits,http://www.facebook.com/butlerinsuits,https://www.linkedin.com/company/butlerinsuits,https://d388w23p6r1vqc.cloudfront.net/img/startups/16806/logo-1488524490.png,,,,
Save Yourselves,Nov-16,,http://Saveyourselves.org,Indonesia,"Education,Health/Medical",http://www.facebook.com/saveyourselvesid,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/25089/logo.png,,,,
CYGEN GROUP,Apr-16,"
												Some say technology will replace 80% of doctors in the future. I disagree. Instead, technology will finally allow doctors to focus on what makes them good physicians: treating patients and innovating, while automation does the repetitive part of the work. We Collect Demographic, Lifestyle and Clinical Data through devices. CYGEN System analyzes and determines risks and develops a holistic score. Analytics engine generates health reports with actionable insights. ",http://cygen,Malaysia,"B2B/Enterprise,Health/Medical,Insurance,Internet of Things,Medical Devices,Startups",,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/23401/logo.png,,,,
Tribewizard,Nov-15,,http://www.tribewizard.com,Malaysia,"B2B/Enterprise,Education,Software,Training & Coaching",http://www.twitter.com/tribewizardnow,https://www.facebook.com/teamtribewizard/,https://www.linkedin.com/company/tribewizard,https://d388w23p6r1vqc.cloudfront.net/img/startups/23091/logo-1493332913.png,,US$15K,Mar-16,Pre-Seed
Zarrel Sdn Bhd,Jun-16,"
												Have you ever opened your closet and said to say to yourself, “I have nothing to wear.”?",https://zarrel.com.my/,Malaysia,"E-commerce,Fashion",http://www.facebook.com/zarrel,https://www.linkedin.com/company-beta/13244122/,,https://d388w23p6r1vqc.cloudfront.net/img/startups/23274/logo.png,,US$67K,Apr-16,Pre-Seed
APPPAY,Jan-17,"
												AppPay is a comprehensive mobile commerce enabler company with merchant-end wallet app system, loyalty rewards system & full blown of app-based O2O commerce facilities for Brick-and-Mortar businesses. ",http://apppay.my,Malaysia,"B2B/Enterprise,E-commerce,Marketing,Mobile,Startups",https://www.linkedin.com/in/desmond-tay-4b063478/,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/22045/logo.png,,,,
PrivyID,,"
												A Universal Identity Enabler and Digital Signature Provider founded in 2016. In less than a year, they quickly turned into a major player in this industry by having the biggest companies in telco, multifinance, and retail industries onboard as our users.",http://www.privy.id/,Indonesia,Internet of Things,http://www.twitter.com/PrivyID,https://www.facebook.com/privyid,https://www.linkedin.com/company/4840243,https://d388w23p6r1vqc.cloudfront.net/img/startups/19671/logo-1479779374.png,Mandiri Capital,US$15.1K,Nov-16,Grant
SocioRAC,,"
												1-click solution, that works on any app any screen, makes content Smart, helps you Save, Manage, Print, Share content & work On-The-Go with cloud backup & remove need of screen shots and copy paste",http://sociorac.com/,India,"B2B/Enterprise,Data & Analytics,Internet of Things,Productivity & CRM",http://www.twitter.com/SocioRAC,https://www.facebook.com/SocioRAC/,http://SocioRAC,https://d388w23p6r1vqc.cloudfront.net/img/startups/22994/logo-1490100602.png,,,,
ELI Software Private Limited,Sep-15,,http://www.elisoftware.biz,Singapore,"B2B/Enterprise,Data & Analytics,Education,Market Research,Productivity & CRM,Software Development",https://www.linkedin.com/in/chinkokpoh/,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/25079/logo.png,,,,
Cinnamon,Aug-16,"
												At Cinnamon, we offer Flax Scanner, a disruptive AI technology which replaces repetitive white-color tasks. It’s one of three products we offer. Our Flax Scanner technology captures information accurately from image data and reformat it into a relational data base.  You can use Flax Scanner for any type of documents. Anything from Contracts to Clinic Records to Resumes to Real estate information and even handwritten application forms.",http://cinnamon.is,Japan,"Accounting,Advertising,B2B/Enterprise,Consulting,Data & Analytics,E-commerce,Education,Insurance,Jobs & Recruiting,Real Estate",https://facebook.com/hotta,https://www.linkedin.com/in/hajime3333,,https://d388w23p6r1vqc.cloudfront.net/img/startups/24687/logo.png,,,,
Staydilly,,,http://www.staydilly.com/,Malaysia,Travel,http://www.twitter.com/Staydilly,https://www.facebook.com/Staydilly,https://www.linkedin.com/company/13204799,https://d388w23p6r1vqc.cloudfront.net/img/startups/19611/logo-1479696411.png,,,,
Advvy,Oct-15,,http://www.advvy.com,Australia,"Advertising,B2B/Enterprise,Media,Productivity & CRM,Software",http://www.twitter.com/AdvvyHQ,https://www.linkedin.com/company-beta/6402338/,,https://d388w23p6r1vqc.cloudfront.net/img/startups/24988/logo.png,,US$700K,Oct-15,Pre-Seed
MJasa,Apr-17,"
												Easy, Fast, and Professional..",http://www.mjasa.com,Indonesia,Sharing Economy,,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/24793/logo.png,,,,
IndiQus Technologies ,Mar-13,"
												IndiQus is a leading provider of infrastructure, smart technology and business intelligence solutions to telcos, managed service providers and enterprises. Based in the Delhi/NCR region, IndiQus offers a range of services for businesses to successfully scale and monetise their cloud offerings.",http://www.indiqus.com,India,"B2B/Enterprise,Software,Software Development,Telecommunications",http://www.twitter.com/indiqus,http://in.linkedin.com/company/indiqus-technologies-pvt-ltd-,,https://d388w23p6r1vqc.cloudfront.net/img/startups/25303/logo.png,,,,
Codemojo,Feb-15,"
												Having founded in 2015, Codemojo enhances User Engagement and Acquisition through Instant Rewards. We run World’s First A.I. driven Rewards Network that gratifies millions of users instantly with the Brand of their choice. With 150+ Premium brand Rewards on board, we engage 25 million plus users across 1500 apps, websites, wifi hotpsots of our Publisher partners. Rewards Network changes the perspective of Advertising by allowing the Customers to pick rewards of their choice, thereby making their experience more rewarding. ",https://codemojo.io,India,"Advertising,Data & Analytics,Marketing,Retail",http://www.twitter.com/codemojoio,https://www.facebook.com/codemojo.io,https://www.linkedin.com/company/codemojo,https://d388w23p6r1vqc.cloudfront.net/img/startups/25181/logo.png,,Undisclosed,Sep-16,Seed
MoshiMori,Dec-16,,http://www.moshimor.com,Taiwan,"B2B/Enterprise,E-commerce,Retail,Software",http://www.facebook.com/MMO2O,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/25316/logo-1498121634.png,,,,
"Luxrobo 
											",,"
												LUXROBO is a venture company specializing in robotics. Based on our robot technology, we create products that make electrical appliances smarter and easier to use. We are developing educational robots, IoT platform, and modular robotics kit. We also provide technology consulting services.											",http://www.Luxrobo.com,South Korea,"Education,Robotics",,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/11809/logo.png,Kakao Investment,Undisclosed,Jun-17,Round
Jobis&Villains,Aug-15,,http://www.jobis.co,South Korea,"Accounting,Finance,Legal Services",,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/24672/logo.png,,"US$2M,US$300K","Dec 2016,Mar 2016","A,Seed"
Jameasy Inc.,Dec-15,,http://www.jameasy.com,South Korea,"Education,Gaming,Hardware,Software",https://www.facebook.com/Jameasy.inc,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/23970/logo.png,Samsung Ventures,US$600K,Dec-15,Seed
"GoodWillHunting, Inc.",Jun-15,"
												GoodWillHunting, Inc. was initially founded by three members in June 2015, and now we have 7 people including an AICPA, 2 adjunct professors of a college. Our Main business area is ICT sector, especially mobile application. We have internship program for students every month and do research about big data analysis, algorithm with Hongik University.    ",http://gwh.co.kr,South Korea,"B2B/Enterprise,E-commerce,Mobile,Social Networking,Software,Software Development,Startups",https://business.facebook.com/falling.gwh/?business_id=1010085575700223,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/25299/logo.png,,,,
AIDENTIFY,Jul-16,"
												AIDENTIFY is trying to leverage the Artificial ",http://www.aidentify.io,South Korea,"Automotive,Data & Analytics,Internet of Things",http://www.twitter.com/aidentify,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/25274/logo.png,,,,
Zeemart Pte Ltd,,,http://www.zeemart.asia,Singapore,"Agriculture,B2B/Enterprise,Data & Analytics,E-commerce,Food & Beverages,Logistics/Supply Chain,Smart Cities,Wine & Spirits",http://www.facebook.com/zeemart.asia,https://www.linkedin.com/company-beta/16205222/,,https://d388w23p6r1vqc.cloudfront.net/img/startups/22577/logo-1498030370.png,Neeraj Sundarajoo,US$200K,Jun-16,Pre-Seed
Variantz,Dec-16,"
												Variantz Reziden is a Converged IoT Application Ecosystem for Property, Home & Living capable of integrating various industry vertical specialization (emphasis on Healthcare & Wellbeing, Energy & Environment). The platform brings together property developers, facilities managers, residents, infrastructure & appliance makers, merchants, and government authorities to Connect, Engage, and Collaborate intelligently with the use of Internet of Things (IoT) and Artificial Intelligence (AI). Modular, localized, and personalized, the platform enables residents to manage and optimize their home & living experiences seamlessly, saving time and money with most convenience and scalability.",http://www.variantz.com,Singapore,"Architecture & Construction,Automotive,B2B/Enterprise,Consulting,Consumer,E-commerce,Government,Health/Medical,Internet of Things,Mobile,Productivity & CRM,Real Estate,Robotics,Smart Cities,Software,Startups,Web",http://www.facebook.com/variantzglobal/,http://www.linkedin.com/company/variantz,,https://d388w23p6r1vqc.cloudfront.net/img/startups/5154/logo-1492404255.png,Philip Seow,US$18K,Sep-16,Angel
SpareParts3D,Jun-15,"
												Spare Parts 3D is a start-up providing manufacturers, especially in the home appliance sector, with services that enable on-demand and distributed production of spare parts using 3D Printing.",http://spare-parts-3d.com,Singapore,"3D Printing,B2B/Enterprise,Manufacturing",http://www.twitter.com/SpareParts3D,https://www.linkedin.com/company/spare-parts-3d,,https://d388w23p6r1vqc.cloudfront.net/img/startups/24695/logo.png,,US$260K,Jun-16,Seed
DraVA,Aug-16,,http://www.drava.biz,Malaysia,"Data & Analytics,Insurance",,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/25090/logo.png,,,,
TIGERCOMPANY,Mar-11,,http://www.tigrison.com,South Korea,"B2B/Enterprise,Mobile,Social Networking,Software,Startups",,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/25219/logo.png,,,,
Doong.co,Jan-17,"
												WHAT WE DO?",http://www.doong.co,Vietnam,"Consumer,Real Estate,Social Enterprise,Social Networking",https://www.facebook.com/cathy.thaotran,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/22209/logo-1487727173.png,,US$10K,Jan-17,Seed
Kristal.Ai,Apr-16,"
												Kristal provides a platform traders to validate and execute their trading strategies in a secure, monitored environment. We showcase in house as well as external traders’ strategies. Our compliance engine and due diligence process ensures trading strategies are whetted and approved before being published. Investors’ money is kept with a broker of their choice and portfolio management is conducted via API connections we build with the brokers.											",http://www.kristal.ai,Hong Kong,Finance,http://www.twitter.com/kristal_ai,https://www.linkedin.com/company-beta/13249785,,https://d388w23p6r1vqc.cloudfront.net/img/startups/25235/logo.png,,,,
Poladrone,Jun-16,"
												Providing industry leading aerial solutions to help businesses optimise their business operations and maximise results. We believe in continuously gather data using autonomous systems to predict future events through big data analytics.",http://www.poladrone.com/,Malaysia,"Agriculture,Data & Analytics,Internet of Things,Robotics",http://www.twitter.com/poladrone,https://www.facebook.com/poladrone,https://www.linkedin.com/company-beta/7803337,https://d388w23p6r1vqc.cloudfront.net/img/startups/19610/logo-1479696298.png,,,,
igloohome,Jul-15,"
												The igloohome Smart Deadbolt 02 and Smart Keybox allow home and property owners to grant access to visitors remotely,  via a mobile app. ",http://www.igloohome.co,Singapore,"Internet of Things,Mobile,Sharing Economy,Smart Cities,Software,Travel",http://www.twitter.com/igloohomeco,http://www.facebook.com/igloohomeco,https://www.linkedin.com/company/9280259?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A9280259%2Cidx%3A1-1-1%2CtarId%3A1440386372023%2Ctas%3AIgloohome,https://d388w23p6r1vqc.cloudfront.net/img/startups/2667/logo-1468288243.png,Singtel Innov8,Undisclosed,Dec-15,A
regit,Feb-16,"
												Businesses are plagued by billions of incorrect, incomplete, and out dated customer contact information, wasting trillions of dollars in the economy. ",http://regit.today,Singapore,"Advertising,Data & Analytics,Social Networking,Software",,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/18514/logo.png,,,,
"FOMO Pay Pte. Ltd. 
											",Dec-15,"
												Fast, secure, mobile payment brings in more Chinese tourists.",http://www.fomopay.com/,Singapore,"B2B/Enterprise,Finance,Startups",http://www.twitter.com/FOMO_Pay,https://www.facebook.com/fomopay,https://www.linkedin.com/company/fomo-pay-pte.-ltd.,https://d388w23p6r1vqc.cloudfront.net/img/startups/14826/logo.png,,,,
VENTENY PTE. LTD.,,,http://venteny.com,Philippines,,,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/24929/logo.png,,,,
Noviscient,Sep-16,,http://www.noviscient-solutions.com/,Singapore,"Finance,Software Development",,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/24087/logo.png,,,,
Kutumbita,,"
												In the $700 billion global apparel manufacturing industry, factory workers often have trouble communicating with management and vice versa. By the time workers can make themselves heard, tensions can escalate, resulting in unrest or labor strikes.",https://kutumbita.com/,Singapore,"B2B/Enterprise,Mobile",https://www.facebook.com/kutumbita/,https://www.linkedin.com/company/kutumbita,,https://d388w23p6r1vqc.cloudfront.net/img/startups/24930/logo.png,,,,
Event Banana,Jul-16,"
												The easiest way to find perfect space for your event. We are an online marketplace that connect underutilized venues with people looking for space to host seminar, meeting, party, wedding, etc. ",http://eventbanana.com,Thailand,,https://www.facebook.com/eventbanana/,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/23678/logo-1491967155.png,,,,
bowr,Apr-17,"
												A curated furniture e-tailer focused on providing high quality, locally designed and competitively priced furniture for SEA. We are redefining how people buy furniture online with an experience second to none. While partnering with regional designers, we are setting a new standard to what a furniture means and challenging the business model of the industry.											",http://bowr.asia,Thailand,"B2B/Enterprise,Design ,E-commerce,Manufacturing,Retail,Startups",https://www.facebook.com/Bowr-1892370004312770/,https://www.linkedin.com/company-beta/13298908/,,https://d388w23p6r1vqc.cloudfront.net/img/startups/23937/logo.png,,,,
DesignBold,2015,"
												Design is a huge and potential market. However, there has been so much pain for both designers and their clients.",http://www.designbold.com,Vietnam,"Marketing,Media,PR & Communications,Software,Startups",http://www.twitter.com/_Designbold,http://www.facebook.com/designbolddotcom/,http://www.linkedin.com/company/designbold,https://d388w23p6r1vqc.cloudfront.net/img/startups/18989/logo-1479895982.png,,,,
Dexecure,Jun-16,,https://dexecure.com,Singapore,,http://www.twitter.com/dexecure,https://www.facebook.com/dexecure/,,https://d388w23p6r1vqc.cloudfront.net/img/startups/23440/logo.png,,,,
AiChat Pte Ltd,Jul-16,"
												AiChat is a Conversational AI startup providing bot-as-a-service platform for businesses to manage chatbots on popular messaging apps for ecommerce, customer service, marketing, CRM and data analytics. We also provide custom Chatbot solutions tailored to individual business needs and currently working with clients ranging from local retailers, F&B outlets to global brands.											",http://www.aichat.co/,Singapore,"Data & Analytics,E-commerce,Marketing,Productivity & CRM,Retail,Software,Startups",http://www.twitter.com/aichatco,https://facebook.com/aichat.co,https://www.linkedin.com/company/aichat-pte-ltd,https://d388w23p6r1vqc.cloudfront.net/img/startups/17015/logo-1496681129.png,,,,
FoodZaps Technology Pte Ltd,Jan-14,"
												With Cloud Technology becoming cost-efficient and scalable, FoodZaps pioneered and developed ""Do-It-Yourself"" Android restaurant management and Point of Sale Platform, allows devices to stay connected even with an unstable internet connection. ",http://www.foodzaps.com,Singapore,"Data & Analytics,Food & Beverages,Productivity & CRM,Software Development",http://www.facebook.com/foodzaps,https://www.linkedin.com/company/foodzaps,,https://d388w23p6r1vqc.cloudfront.net/img/startups/8979/logo.png,,US$400K,Jan-14,Pre-Seed
"Telemedica co., ltd",,,http://www.ooca.co,Thailand,,,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/24989/logo.png,,,,
"Grivy 
											",Jan-14,,http://www.grivy.com/,Indonesia,"E-commerce,Travel,Web",http://www.twitter.com/Grivy.id,http://www.facebook.com/Grivy.id,https://www.linkedin.com/company/grivy,https://d388w23p6r1vqc.cloudfront.net/img/startups/2747/logo-1452849290.png,,"Undisclosed,US$100K,US$50K","Feb 2015,Jan 2014,Jun 2013","A,Seed,Seed"
EasyLaw,Nov-16,"
												EasyLaw - No. 1 Legal App in Malaysia & Singapore.",http://www.easylaw.asia,Malaysia,"B2B/Enterprise,Law Enforcement,Legal Services",http://www.facebook.com/easylawmy,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/23373/logo.png,,,,
CryoWerx,Jun-15,"
												CryoWerx design and build Automated Retail Kiosk which allow self-service experiential purchase for consumer. Our technology enable real-time inventory information and provide detailed sales analytics. Coupled with our mobile apps, this solution can be extended beyond in-store purchase to the online purchase; making it an Omni-channel solution.											",http://www.cryowerx.com/,Singapore,"Consumer,Data & Analytics,Food & Beverages,Hardware,Internet of Things,Retail",http://www.twitter.com/cryowerx,https://www.facebook.com/Cryowerx,http://www.linkedin.com/company/cryowerx,https://d388w23p6r1vqc.cloudfront.net/img/startups/5755/logo-1452696404.png,,,,
SmartPeep,Jul-16,"
												SmartPeep is an AI startup company founded in July 2016 by four founders (Hardware Dev, Mobile and Cloud Software Dev, Machine Learning specialist, and UX specialist). We are building an outdoor home security system that detects intruders using video analytics. Our system is capable of detecting intruders who climb into a house over the wall, or enter a house by pulling open the gate forcefully, by analyzing the video using machines in the cloud. If any of these events is detected, our system would trigger augmented sound effect, such as machine gun shooting, dogs barking, or scary child giggling, and sends a mobile video to everyone in the family immediately so that they can react instantaneously.",http://mysmartpeep.com/,Malaysia,"Internet of Things,Smart Cities",http://www.twitter.com/smartpeep,https://www.facebook.com/smartpeep,https://www.linkedin.com/company-beta/13211990/,https://d388w23p6r1vqc.cloudfront.net/img/startups/22991/logo-1490100069.png,,US$14K,Jun-17,Angel
Smart Trade Inc.,May-16,,https://smarttrade.co.jp/,Japan,"Data & Analytics,Finance",http://www.twitter.com/smarttradeinc,https://www.facebook.com/SmartTradeInc/,,https://d388w23p6r1vqc.cloudfront.net/img/startups/25332/logo.png,,US$300K,Jun-17,Seed
Komachine,Mar-17,,http://www.komachine.com,South Korea,B2B/Enterprise,,,,https://d388w23p6r1vqc.cloudfront.net/img/startups/23972/logo.png,,,,
